lookback_window,feature_under_consideration,candidate_features,current_best_features,learning_rate,number_of_hidden_layers,number_of_hidden_neurons,best_model_sw,best_model_hn,best_model_hl,best_model_mse,MSE_1_day,MAE_1_day,MAPE_1_day,MBE_1_day,RMSE_1_day,R2_1_day,MSE_3_day,MAE_3_day,MAPE_3_day,MBE_3_day,RMSE_3_day,R2_3_day,MSE_5_day,MAE_5_day,MAPE_5_day,MBE_5_day,RMSE_5_day,R2_5_day
1,Signal_line,"['Signal_line', 'Close']","['Close', 'Signal_line']",0.001,1,8,7.318529696931364e-06,0.001983165740966797,0.18112685065716505,0.0018399953842163086,0.002705278107896447,-0.8114943504333496,3.230368747608736e-06,0.0017966628074645996,0.16442988999187946,0.0017966628074645996,0.0017973226495087147,-657.591064453125,2.0523441435216228e-07,0.00044846534729003906,0.041084541589953005,-0.00044846534729003906,0.0004530280421022326,-24.335886001586914,1,8,1,3.5847109529640875e-06
1,ADX,"['Signal_line', 'ADX', 'Close']","['Signal_line', 'Close']",0.001,1,8,0.0015972721157595515,0.039917707443237305,3.6516718566417694,0.039917707443237305,0.03996588662266731,-394.3594055175781,0.0011591457296162844,0.034046173095703125,3.115897811949253,0.034046173095703125,0.0340462289750576,-236319.703125,0.0010371289681643248,0.03220313787460327,2.9501376673579216,0.03220313787460327,0.032204486429691315,-128031.0390625,1,8,1,3.5847109529640875e-06
1,RSI,"['Signal_line', 'RSI', 'Close']","['Signal_line', 'Close']",0.001,1,8,5.661360319209052e-06,0.0019505023956298828,0.17821883084252477,0.0013626813888549805,0.002379361307248473,-0.40130913257598877,6.9362281465146225e-06,0.002633512020111084,0.24101827293634415,0.002633512020111084,0.002633671974763274,-1413.122802734375,4.422707206686027e-06,0.002101898193359375,0.19255506340414286,0.002101898193359375,0.002103023463860154,-544.9766845703125,1,8,1,3.5847109529640875e-06
1,stoch_k,"['Signal_line', 'stoch_k', 'Close']","['Signal_line', 'Close']",0.001,1,8,0.0006871776422485709,0.025652706623077393,2.3478295654058456,-0.025652706623077393,0.026214072480797768,-169.09132385253906,1.376909676764626e-05,0.0037044882774353027,0.3390326863154769,0.00021415948867797852,0.0037106734234839678,-2806.173095703125,0.0026134573854506016,0.05098545551300049,4.670765995979309,-0.05098545551300049,0.05112198367714882,-322626.46875,1,8,1,3.5847109529640875e-06
1,stoch_d,"['Signal_line', 'stoch_d', 'Close']","['Signal_line', 'Close']",0.001,1,8,0.00028857027064077556,0.015164971351623535,1.386129204183817,-0.007654666900634766,0.016987355425953865,-70.42738342285156,0.0005487801972776651,0.020770013332366943,1.9008032977581024,0.01083451509475708,0.023426057770848274,-111881.5,0.0036792277824133635,0.0586702823638916,5.374687165021896,-0.0586702823638916,0.06065663695335388,-454194.25,1,8,1,3.5847109529640875e-06
1,ATR,"['Signal_line', 'ATR', 'Close']","['Signal_line', 'Close']",0.001,1,8,0.0004151713219471276,0.020370185375213623,1.8635530024766922,-0.020370185375213623,0.020375752821564674,-101.76388549804688,5.0919952627737075e-05,0.005264580249786377,0.48184143379330635,0.004817068576812744,0.007135821972042322,-10380.2998046875,0.0002113705122610554,0.014163792133331299,1.2975247576832771,-0.014163792133331299,0.01453858707100153,-26092.376953125,1,8,1,3.5847109529640875e-06
1,Close,Close,Close,0.001,2,8,4.084941792825703e-06,0.0019855499267578125,0.18171805422753096,-0.0003775358200073242,0.0020211238879710436,-0.01111149787902832,2.174724897940905e-07,0.000464022159576416,0.04246693279128522,0.000464022159576416,0.00046633946476504207,-43.337181091308594,2.9037246349616908e-05,0.005388200283050537,0.4936153069138527,-0.005388200283050537,0.005388621706515551,-3583.605224609375,1,8,2,1.1113220210745567e-05
1,Open,"['Open', 'Close']",['Close'],0.001,2,8,0.00030735149630345404,0.016250908374786377,1.4878740534186363,-0.006577193737030029,0.017531443387269974,-75.07614135742188,0.0004656358214560896,0.017138183116912842,1.5685595571994781,-0.013111770153045654,0.021578596904873848,-94930.453125,0.0010478802723810077,0.023950695991516113,2.1942954510450363,-0.023950695991516113,0.032370977103710175,-129358.2734375,1,8,2,1.1113220210745567e-05
1,High,"['High', 'Close']",['Close'],0.001,2,8,0.000295455742161721,0.017188429832458496,1.5725594013929367,-0.017188429832458496,0.017188826575875282,-72.13168334960938,9.01558087207377e-06,0.0029976367950439453,0.2743420423939824,0.0029976367950439453,0.0030025956220924854,-1837.050537109375,0.0005965355085209012,0.024318277835845947,2.227788046002388,-0.024318277835845947,0.024424076080322266,-73640.4296875,1,8,2,1.1113220210745567e-05
1,Low,"['Low', 'Close']",['Close'],0.001,2,8,0.0020294110290706158,0.03718912601470947,3.406646102666855,0.02542400360107422,0.04504898563027382,-501.3231201171875,1.700898792478256e-06,0.0012407302856445312,0.11354900198057294,0.0004018545150756836,0.001304185134358704,-345.77056884765625,0.00034202486858703196,0.015610098838806152,1.4301210641860962,0.009917140007019043,0.01849391497671604,-42221.46484375,1,8,2,1.1113220210745567e-05
1,Volume,"['Volume', 'Close']",['Close'],0.001,2,8,0.0011924990685656667,0.024577617645263672,2.25264485925436,-0.024257779121398926,0.034532580524683,-294.1693115234375,0.0016032481798902154,0.035868942737579346,3.282821923494339,-0.035868942737579346,0.04004058241844177,-326861.0625,0.001648419420234859,0.0348551869392395,3.19325253367424,-0.0348551869392395,0.0406007319688797,-203493.9375,1,8,2,1.1113220210745567e-05
1,50_sma,"['50_sma', 'Close']",['Close'],0.001,2,8,3.977461801696336e-06,0.001984119415283203,0.18155761063098907,-0.00020182132720947266,0.001994357444345951,0.015492141246795654,1.4713805285282433e-05,0.003835618495941162,0.35103519912809134,-0.003835618495941162,0.0038358578458428383,-2998.775390625,1.6234755094046704e-05,0.004028737545013428,0.3690744284540415,-0.004028737545013428,0.004029237665235996,-2003.156494140625,1,8,2,1.1113220210745567e-05
1,200_sma,"['200_sma', 'Close']",['Close'],0.001,2,8,6.194466550368816e-05,0.007615625858306885,0.6964062340557575,0.007615625858306885,0.007870493456721306,-14.33264446258545,0.000688101863488555,0.026231586933135986,2.400709316134453,-0.026231586933135986,0.02623169496655464,-140285.6875,6.217502686922671e-06,0.0024927258491516113,0.22835987620055676,-0.0024927258491516113,0.002493492094799876,-766.54150390625,1,8,2,1.1113220210745567e-05
1,50_ema,"['50_ema', 'Close']",['Close'],0.001,2,8,1.5352694390458055e-05,0.003465414047241211,0.3173523582518101,-0.003465414047241211,0.003918251488357782,-2.800123929977417,0.001502928789705038,0.038767218589782715,3.547968342900276,0.038767218589782715,0.03876762464642525,-306408.4375,0.00011336123134242371,0.010646462440490723,0.9753268212080002,0.010646462440490723,0.010647122748196125,-13993.2763671875,1,8,2,1.1113220210745567e-05
1,100_ema,"['100_ema', 'Close']",['Close'],0.001,2,8,0.0018872636137530208,0.04339355230331421,3.9703484624624252,-0.04339355230331421,0.04344264790415764,-466.1385803222656,0.0012348697055131197,0.03514033555984497,3.216036409139633,-0.03514033555984497,0.035140711814165115,-251757.921875,0.00045960902934893966,0.021434426307678223,1.9636180251836777,-0.021434426307678223,0.021438494324684143,-56737.0546875,1,8,2,1.1113220210745567e-05
1,MACD_line,"['MACD_line', 'Close']",['Close'],0.001,2,8,0.00021044678578618914,0.0143202543258667,1.3105254620313644,-0.0143202543258667,0.01450678426772356,-51.09012985229492,0.001739585306495428,0.04169440269470215,3.8158688694238663,-0.04169440269470215,0.041708335280418396,-354656.78125,8.804580033938691e-07,0.000910639762878418,0.08342229411937296,0.000910639762878418,0.0009383272263221443,-107.69123840332031,1,8,2,1.1113220210745567e-05
1,Signal_line,"['Signal_line', 'Close']",['Close'],0.001,2,8,0.005899813957512379,0.07678282260894775,7.0250727236270905,-0.07678282260894775,0.07681024819612503,-1459.33154296875,0.00395615678280592,0.06289780139923096,5.7563938200473785,-0.06289780139923096,0.06289798766374588,-806560.0625,0.0005940596456639469,0.024373233318328857,2.2328391671180725,0.024373233318328857,0.024373339489102364,-73334.7890625,1,8,2,1.1113220210745567e-05
1,ADX,"['ADX', 'Close']",['Close'],0.001,2,8,0.0005451025208458304,0.023312747478485107,2.132628858089447,0.023312747478485107,0.023347429931163788,-133.92466735839844,7.360801100730896e-05,0.008577942848205566,0.7850524038076401,-0.008577942848205566,0.008579511195421219,-15005.8251953125,5.4946365708019584e-05,0.007387518882751465,0.6767775863409042,0.007387518882751465,0.007412581704556942,-6782.0478515625,1,8,2,1.1113220210745567e-05
1,RSI,"['RSI', 'Close']",['Close'],0.001,2,8,9.641004908189643e-06,0.0027039647102355957,0.24712425656616688,0.0027039647102355957,0.003104996867477894,-1.386357307434082,0.0019326669862493873,0.04396146535873413,4.023344814777374,-0.04396146535873413,0.043962109833955765,-394021.28125,0.0018827163148671389,0.04339027404785156,3.974996879696846,-0.04339027404785156,0.04339027777314186,-232417.546875,1,8,2,1.1113220210745567e-05
1,stoch_k,"['stoch_k', 'Close']",['Close'],0.001,2,8,0.00021298768115229905,0.013805150985717773,1.262213010340929,-0.013805150985717773,0.01459409762173891,-51.719058990478516,0.0015846628230065107,0.03906261920928955,3.575047105550766,-0.03906261920928955,0.039807822555303574,-323071.96875,0.0013698932016268373,0.03677189350128174,3.368716686964035,-0.03677189350128174,0.037012066692113876,-169110.296875,1,8,2,1.1113220210745567e-05
1,stoch_d,"['stoch_d', 'Close']",['Close'],0.001,2,8,0.0004899731138721108,0.020164430141448975,1.8432727083563805,-0.020164430141448975,0.022135335952043533,-120.27894592285156,0.003992521669715643,0.06318080425262451,5.782297998666763,-0.0008412599563598633,0.0631864070892334,-813973.9375,0.0016003214986994863,0.03995901346206665,3.6606725305318832,-0.03995901346206665,0.04000401869416237,-197556.328125,1,8,2,1.1113220210745567e-05
1,ATR,"['ATR', 'Close']",['Close'],0.001,2,8,0.00010787283827085048,0.010226428508758545,0.9359035640954971,-0.010226428508758545,0.01038618478924036,-25.70086097717285,2.7482260520628188e-06,0.0016472935676574707,0.15076103154569864,0.0016472935676574707,0.0016577774658799171,-559.2943115234375,0.0002862350665964186,0.016918420791625977,1.5499016270041466,-0.016918420791625977,0.0169184822589159,-35334.296875,1,8,2,1.1113220210745567e-05
1,Close,Close,Close,0.001,3,8,0.0011585172032937407,0.03397846221923828,3.10896635055542,-0.03397846221923828,0.03403699770569801,-285.758056640625,5.0020105845760554e-05,0.007072329521179199,0.6472577340900898,0.007072329521179199,0.007072489243000746,-10196.84375,1.0630436008796096e-05,0.0032597780227661133,0.29862981755286455,-0.0032597780227661133,0.003260434838011861,-1311.3116455078125,1,8,3,0.0004063892483827658
1,Open,"['Open', 'Close']",['Close'],0.001,3,8,0.004136078990995884,0.06421637535095215,5.874454230070114,-0.06421637535095215,0.06431235373020172,-1022.76904296875,0.0015963567420840263,0.034566521644592285,3.1634029000997543,-0.02003777027130127,0.03995443508028984,-325456.0625,0.0019521405920386314,0.04163706302642822,3.814273327589035,-0.04163706302642822,0.04418303444981575,-240987.875,1,8,3,0.0004063892483827658
1,High,"['High', 'Close']","['Close', 'High']",0.001,3,8,7.422269118251279e-05,0.008165419101715088,0.7475023157894611,-0.008165419101715088,0.00861525908112526,-17.371721267700195,8.055027365116985e-07,0.0008180737495422363,0.07487209513783455,-0.0008180737495422363,0.0008974980446510017,-163.22178649902344,7.137974898796529e-05,0.008441925048828125,0.7733700331300497,0.008441925048828125,0.008448653854429722,-8810.724609375,1,8,3,4.8802647635663256e-05
1,Low,"['High', 'Low', 'Close']","['High', 'Close']",0.001,3,8,0.03623111918568611,0.1900579333305359,17.389827966690063,-0.1900579333305359,0.19034473598003387,-8966.9853515625,0.002631974872201681,0.04884129762649536,4.469852522015572,-0.04884129762649536,0.051302775740623474,-536592.5625,0.006723813712596893,0.08135509490966797,7.452888786792755,-0.08135509490966797,0.08199886232614517,-830043.875,1,8,3,4.8802647635663256e-05
1,Volume,"['High', 'Volume', 'Close']","['High', 'Close']",0.001,3,8,0.000429263076512143,0.01975107192993164,1.8059385940432549,-0.00625765323638916,0.020718665793538094,-105.25189971923828,0.001135082682594657,0.0328981876373291,3.0108774080872536,-0.0328981876373291,0.03369098901748657,-231413.859375,0.0004056187754031271,0.018683195114135742,1.7116304486989975,0.018683195114135742,0.02013997919857502,-50072.0390625,1,8,3,4.8802647635663256e-05
1,50_sma,"['High', '50_sma', 'Close']","['High', 'Close']",0.001,3,8,0.00014148987247608602,0.011715948581695557,1.0722177103161812,-0.011715948581695557,0.011894951574504375,-34.02180480957031,1.061088823917089e-06,0.0010232329368591309,0.09364674333482981,-0.0010232329368591309,0.0010300916619598866,-215.32937622070312,9.350854088552296e-05,0.009668946266174316,0.8857741951942444,0.009668946266174316,0.009669981896877289,-11542.4912109375,1,8,3,4.8802647635663256e-05
1,200_sma,"['High', '200_sma', 'Close']","['High', 'Close']",0.001,3,8,4.9915220188267995e-06,0.001728653907775879,0.15838968101888895,-0.0014153718948364258,0.0022341713774949312,-0.23550963401794434,0.000597055652178824,0.02442997694015503,2.235828712582588,-0.02442997694015503,0.02443472295999527,-121723.65625,7.2728512350295205e-06,0.0026955604553222656,0.24694055318832397,0.0026955604553222656,0.0026968223974108696,-896.82275390625,1,8,3,4.8802647635663256e-05
1,50_ema,"['High', '50_ema', 'Close']","['High', 'Close']",0.001,3,8,0.0002576882252469659,0.015880823135375977,1.4533031731843948,-0.015880823135375977,0.016052670776844025,-62.783409118652344,4.8272821004502475e-05,0.006947457790374756,0.635830219835043,0.006947457790374756,0.0069478643126785755,-9840.6162109375,2.93078446702566e-05,0.005195319652557373,0.47595640644431114,-0.005195319652557373,0.0054136719554662704,-3617.010009765625,1,8,3,4.8802647635663256e-05
1,100_ema,"['High', '100_ema', 'Close']","['High', 'Close']",0.001,3,8,0.011589517816901207,0.10763585567474365,9.84775647521019,-0.10763585567474365,0.1076546236872673,-2867.65625,0.001040789531543851,0.0322611927986145,2.9525376856327057,-0.0322611927986145,0.03226127102971077,-212189.859375,5.8607500250218436e-05,0.007655024528503418,0.7012786343693733,0.007655024528503418,0.0076555535197257996,-7234.00927734375,1,8,3,4.8802647635663256e-05
1,MACD_line,"['High', 'MACD_line', 'Close']","['High', 'Close']",0.001,3,8,0.004533166531473398,0.06731164455413818,6.158481538295746,-0.06731164455413818,0.0673287957906723,-1121.0567626953125,0.011955591849982738,0.10934162139892578,10.006920993328094,-0.10934162139892578,0.10934162884950638,-2437444.0,0.0006715206545777619,0.02588510513305664,2.3713521659374237,0.02588510513305664,0.025913715362548828,-82897.234375,1,8,3,4.8802647635663256e-05
1,Signal_line,"['High', 'Signal_line', 'Close']","['High', 'Close', 'Signal_line']",0.001,3,8,4.5540327846538275e-05,0.006489992141723633,0.5940692964941263,-0.006489992141723633,0.006748357322067022,-10.272215843200684,4.210131010040641e-05,0.006476342678070068,0.5927111022174358,-0.006476342678070068,0.006488552317023277,-8582.400390625,1.739403887768276e-05,0.004167318344116211,0.38177063688635826,-0.004167318344116211,0.004170616157352924,-2146.268310546875,1,8,3,3.501189227487581e-05
1,ADX,"['High', 'Signal_line', 'ADX', 'Close']","['High', 'Signal_line', 'Close']",0.001,3,8,0.0019329339265823364,0.043917179107666016,4.018252342939377,-0.043917179107666016,0.04396514594554901,-477.4429626464844,0.0023338207975029945,0.04830944538116455,4.4212706387043,-0.04830944538116455,0.04830963537096977,-475806.46875,0.00069089001044631,0.026284635066986084,2.4079445749521255,-0.026284635066986084,0.02628478594124317,-85288.3515625,1,8,3,3.501189227487581e-05
1,RSI,"['High', 'Signal_line', 'RSI', 'Close']","['High', 'Signal_line', 'Close']",0.001,3,8,0.0009749181335791945,0.031142354011535645,2.8487812727689743,0.031142354011535645,0.031223678961396217,-240.31332397460938,0.00020936547662131488,0.014466524124145508,1.323971338570118,0.014466524124145508,0.014469467103481293,-42683.36328125,0.0006615124875679612,0.02571779489517212,2.356012910604477,0.02571779489517212,0.025719884783029556,-81661.7421875,1,8,3,3.501189227487581e-05
1,stoch_k,"['High', 'Signal_line', 'stoch_k', 'Close']","['High', 'Signal_line', 'Close']",0.001,3,8,0.0014864422846585512,0.03850197792053223,3.5228177905082703,-0.03850197792053223,0.03855440765619278,-366.9266052246094,0.0009832732612267137,0.03135710954666138,2.869796007871628,-0.03135710954666138,0.031357187777757645,-200463.734375,0.0009630946442484856,0.031033635139465332,2.8430020436644554,-0.031033635139465332,0.031033765524625778,-118891.609375,1,8,3,3.501189227487581e-05
1,stoch_d,"['High', 'Signal_line', 'stoch_d', 'Close']","['High', 'Signal_line', 'Close']",0.001,3,8,5.2871509979013354e-05,0.006027519702911377,0.5521315615624189,-0.0040670037269592285,0.007271279580891132,-12.08684253692627,0.0010585286654531956,0.03205937147140503,2.9340339824557304,-0.03205937147140503,0.03253503888845444,-215806.421875,0.0003548696404322982,0.01865708827972412,1.7092015594244003,-0.01865708827972412,0.018837984651327133,-43807.1328125,1,8,3,3.501189227487581e-05
1,ATR,"['High', 'Signal_line', 'ATR', 'Close']","['High', 'Signal_line', 'Close']",0.001,3,8,0.019244246184825897,0.13870906829833984,12.690591812133789,-0.13870906829833984,0.13872362673282623,-4762.3671875,0.013715611770749092,0.11711364984512329,10.718215256929398,-0.11711364984512329,0.11711367219686508,-2796267.75,0.0187396127730608,0.1368926763534546,12.540782988071442,-0.1368926763534546,0.13689270615577698,-2313376.5,1,8,3,3.501189227487581e-05
1,Close,Close,Close,0.001,4,8,0.019353965297341347,0.13910400867462158,12.72672414779663,-0.13910400867462158,0.1391185224056244,-4789.52490234375,0.01943371258676052,0.13940483331680298,12.758299708366394,-0.13940483331680298,0.13940484821796417,-3962045.0,0.019708333536982536,0.14038634300231934,12.860839068889618,-0.14038634300231934,0.14038637280464172,-2432963.75,1,8,4,0.0194986704736948
1,Open,"['Open', 'Close']","['Close', 'Open']",0.001,4,8,0.0007821416947990656,0.026044249534606934,2.3844577372074127,0.026044249534606934,0.02796679548919201,-192.59698486328125,0.00045892319758422673,0.018018782138824463,1.6491428017616272,0.018018782138824463,0.0214224923402071,-93561.9140625,0.00031883057090453804,0.013796567916870117,1.2639936991035938,0.013796567916870117,0.017855826765298843,-39358.1640625,1,8,4,0.0005199651544292768
1,High,"['Open', 'High', 'Close']","['Open', 'Close', 'High']",0.001,4,8,6.390377529896796e-05,0.007655024528503418,0.6999574601650238,0.007655024528503418,0.007993984036147594,-14.817566871643066,1.7910413589561358e-05,0.004209339618682861,0.3852352499961853,0.004209339618682861,0.004232069477438927,-3650.483642578125,8.42431927594589e-06,0.002876877784729004,0.26354878209531307,0.002876877784729004,0.0029024677351117134,-1038.9697265625,1,8,4,3.0079502721491735e-05
1,Low,"['Open', 'High', 'Low', 'Close']","['Open', 'High', 'Close']",0.001,4,8,0.0003926237113773823,0.0198134183883667,1.812656968832016,0.00022840499877929688,0.019814735278487206,-96.182861328125,0.0010616200743243098,0.025660574436187744,2.348567731678486,-0.025660574436187744,0.03258251026272774,-216436.671875,0.0005120763089507818,0.018803894519805908,1.7227258533239365,-0.01258927583694458,0.02262910269200802,-63214.0625,1,8,4,3.0079502721491735e-05
1,Volume,"['Open', 'High', 'Volume', 'Close']","['Open', 'High', 'Close']",0.001,4,8,0.017624016851186752,0.13274025917053223,12.144514918327332,-0.13274025917053223,0.13275547325611115,-4361.3251953125,0.015720322728157043,0.12538069486618042,11.474813520908356,-0.12538069486618042,0.1253807097673416,-3204978.0,0.018327858299016953,0.13538038730621338,12.402241677045822,-0.13538038730621338,0.13538041710853577,-2262546.0,1,8,4,3.0079502721491735e-05
1,50_sma,"['Open', 'High', '50_sma', 'Close']","['Open', 'High', 'Close']",0.001,4,8,0.0005485862493515015,0.023392081260681152,2.139902114868164,0.023392081260681152,0.023421918973326683,-134.78695678710938,0.0006157931638881564,0.02480989694595337,2.2705931216478348,-0.02480989694595337,0.024815179407596588,-125543.765625,0.0009611231507733464,0.03099822998046875,2.8397541493177414,-0.03099822998046875,0.03100198693573475,-118648.234375,1,8,4,3.0079502721491735e-05
1,200_sma,"['Open', 'High', '200_sma', 'Close']","['Open', 'High', 'Close']",0.001,4,8,1.3586792192654684e-05,0.003674626350402832,0.33613648265600204,-0.00028967857360839844,0.0036860266700387,-2.363024950027466,0.0032551216427236795,0.05476897954940796,5.012538284063339,0.05476897954940796,0.05705367401242256,-663636.5625,0.002581509295850992,0.05079925060272217,4.6537283807992935,-0.05079925060272217,0.050808556377887726,-318682.5,1,8,4,3.0079502721491735e-05
1,50_ema,"['Open', 'High', '50_ema', 'Close']","['Open', 'High', 'Close']",0.001,4,8,0.0005464953137561679,0.022035419940948486,2.014669217169285,0.007806122303009033,0.02337723970413208,-134.2694091796875,0.01979828253388405,0.1366215944290161,12.503775954246521,0.03365743160247803,0.1407063752412796,-4036371.75,0.0019847319927066565,0.04284095764160156,3.924766555428505,0.0122222900390625,0.0445503294467926,-245011.234375,1,8,4,3.0079502721491735e-05
1,100_ema,"['Open', 'High', '100_ema', 'Close']","['Open', 'High', 'Close']",0.001,4,8,0.001954305451363325,0.039107441902160645,3.5744041204452515,0.039107441902160645,0.04420752823352814,-482.7328796386719,0.00991843268275261,0.09950315952301025,9.106531739234924,-0.09950315952301025,0.09959132969379425,-2022118.375,0.008674709126353264,0.09300428628921509,8.520190417766571,-0.09300428628921509,0.09313812106847763,-1070879.0,1,8,4,3.0079502721491735e-05
1,MACD_line,"['Open', 'High', 'MACD_line', 'Close']","['Open', 'High', 'Close']",0.001,4,8,0.0008826069533824921,0.029701650142669678,2.717461436986923,-0.029701650142669678,0.029708702117204666,-217.4643096923828,0.0002462950360495597,0.015057146549224854,1.378052681684494,0.004424631595611572,0.01569378934800625,-50212.375,0.0003613304579630494,0.018220484256744385,1.6691435128450394,-0.018220484256744385,0.019008694216609,-44604.7109375,1,8,4,3.0079502721491735e-05
1,Signal_line,"['Open', 'High', 'Signal_line', 'Close']","['Open', 'High', 'Close']",0.001,4,8,0.0012114305282011628,0.029538989067077637,2.7055680751800537,0.018408656120300293,0.03480561077594757,-298.8552551269531,0.0005148719064891338,0.02249324321746826,2.0585941150784492,-0.02249324321746826,0.02269078977406025,-104968.453125,9.610199049348012e-05,0.009425997734069824,0.8634983561933041,-0.009425997734069824,0.009803161956369877,-11862.6484375,1,8,4,3.0079502721491735e-05
1,ADX,"['Open', 'High', 'ADX', 'Close']","['Open', 'High', 'Close']",0.001,4,8,0.002367150504142046,0.04817354679107666,4.406167566776276,0.00681614875793457,0.04865337163209915,-584.9209594726562,0.0018202494829893112,0.032179057598114014,2.9451845213770866,-0.028013527393341064,0.042664382606744766,-371102.15625,0.0016724684974178672,0.039061129093170166,3.578494116663933,-0.012111842632293701,0.04089582338929176,-206462.765625,1,8,4,3.0079502721491735e-05
1,RSI,"['Open', 'High', 'RSI', 'Close']","['Open', 'High', 'Close']",0.001,4,8,0.0034897145815193653,0.05531126260757446,5.063822120428085,0.020745575428009033,0.059073805809020996,-862.7798461914062,0.009625322185456753,0.09723860025405884,8.899178355932236,-0.09723860025405884,0.09810872375965118,-1962360.5,0.006138207856565714,0.06643593311309814,6.086531281471252,0.04152679443359375,0.07834671437740326,-757751.6875,1,8,4,3.0079502721491735e-05
